Average waiting time,Cumulated waiting time,average speed,emission of Co2,evacuated_vehicle,nb_collision,episode reward,nombre episode
0.0,0.0,8.928275025321565,22512.654766275162,8,2,-66.66666666666667,0
0.17902777777777779,1.25,8.309877799398922,30138.842345319594,8,2,-50.89513888888889,1
0.31124682196110764,2.4659863945578233,6.224436929692007,27135.208375616778,7,2,-52.17872775372775,2
0.024489795918367346,0.14693877551020407,7.394978211418413,24963.902050375338,8,2,-66.83809523809525,3
0.0,0.0,6.681389234516165,24434.672986586207,3,4,-133.33333333333334,4
1.343094533938284,12.79125,7.048757442180576,33064.41948310516,30,2,-76.86189067876569,5
0.08333333333333334,0.41666666666666663,8.546013114986836,27800.112904567908,4,2,-50.333333333333336,6
0.16650132275132276,1.3055555555555556,6.615034454042483,29323.23686238725,6,2,-67.66567460317461,7
1.4348934633855268,15.053886853886855,7.061285793287149,28877.02746672328,38,2,-96.79942939776274,8
0.0,0.0,12.091565882583193,22734.4331879714,0,4,-44.44444444444444,9
0.0,0.0,9.185745422757675,28148.287643843778,1,2,-66.66666666666667,10
0.0,0.0,8.173850044915657,28147.633489069394,5,2,-50.0,11
0.13222222222222224,0.7,7.413812627219526,18925.256604559338,3,2,-67.32777777777778,12
0.42154989043877933,3.4901234567901236,7.018318585295303,26487.225815473164,9,2,-70.46061568061569,13
1.0054600970017635,8.75579365079365,7.007204344949937,29350.54567667419,21,2,-81.74856812169313,14
0.233964515757994,1.6217391304347826,7.798686595090947,23337.920329337336,42,2,-25.38118386243386,15
0.14074074074074075,0.7407407407407408,7.585929698680819,26498.778049891127,3,2,-22.644444444444442,16
0.2734398317731651,1.7692307692307692,8.726932494874486,20576.082929205106,14,4,-136.88805114638447,17
0.06458333333333333,0.5208333333333333,7.104336152822973,34560.64964966359,3,2,-66.925,18
0.1168560606060606,0.8969696969696969,6.455170051842826,21750.049585267847,3,2,-50.584280303030305,19
0.10981770833333332,0.803125,7.855263401190921,24498.687626509418,15,2,-25.878541666666667,20
0.0,0.0,6.779541666666665,26559.82323394363,0,2,-66.66666666666667,21
0.0,0.0,7.771491700494531,42397.56478593337,0,2,-66.66666666666667,22
0.0,0.0,7.891286848219643,22078.20427655049,8,2,-66.66666666666667,23
0.0,0.0,11.810840803597323,21611.567179077712,0,2,-22.22222222222222,24
0.020833333333333332,0.125,8.255349857681042,23716.296416878988,2,2,-25.0625,25
0.0,0.0,7.875623524009767,16910.890808068132,0,2,-66.66666666666667,26
0.1565717120181406,1.1133928571428573,6.938092967967854,26414.523988354144,11,2,-67.91924036281179,27
0.8726076146076146,8.66605339105339,6.143869938493041,27896.574944107335,25,2,-53.08911421911422,28
0.09023526077097506,0.5404761904761904,7.252187974242124,24945.262502973164,12,2,-25.631646825396825,29
0.19166666666666665,1.461111111111111,7.664734088693936,24382.075100640566,8,2,-67.81666666666666,30
0.1574074074074074,1.2333333333333332,7.575923373098715,27344.57068041255,6,2,-34.12037037037037,31
0.0,0.0,9.876877061200432,26129.613094013846,9,2,-28.571428571428573,32
1.5001134108946608,12.939583333333333,6.404145307848314,31721.052411668774,8,4,-145.33424062049062,33
0.25806637806637805,2.22009139009139,6.821054813905809,26904.41233091628,21,2,-70.53766233766234,34
1.500460386174672,11.67926887926888,7.774965542425046,26290.38981154986,13,2,-80.17081014223871,35
0.09947916666666667,0.7708333333333334,7.638446520243663,26767.20423607999,12,2,-67.4625,36
0.006172839506172839,0.037037037037037035,7.950421349919849,18396.365723899613,2,2,-22.24074074074074,37
0.052500000000000005,0.2625,8.358370487175883,28102.73081960988,4,2,-66.87666666666667,38
0.0,0.0,10.175190732505255,39095.97909493576,1,2,-66.66666666666667,39
0.0,0.0,9.439471006476216,23711.370281748903,3,2,-50.0,40
0.0,0.0,12.651711680179153,19947.454533165124,1,2,-20.0,41
0.12782828282828285,0.9712121212121212,7.736213750068183,25181.14863926845,15,2,-68.07277777777779,42
0.0,0.0,8.702614232159329,25192.63389469086,5,2,-50.0,43
0.020833333333333332,0.125,8.331070122481774,22998.777181569243,2,2,-25.0625,44
0.7691695143480857,6.215201465201464,7.103501021332339,27622.90985707404,18,2,-49.999203686525114,45
0.5768022486772487,4.375,6.845065981258865,27623.66539895225,6,2,-36.79414682539682,46
0.3574466765873015,2.6604166666666664,7.47038563375115,28150.286701719546,10,2,-69.52624007936508,47
0.10208333333333335,0.5222222222222223,7.296855326326991,26526.26825680178,7,2,-67.27916666666667,48
0.0,0.0,6.653970416465564,22127.291582946546,1,2,-66.66666666666667,49
0.4619488536155203,3.388047138047138,8.35187772346286,25812.74279585927,14,4,-70.82420634920634,50
0.41302910052910047,3.0,7.12929512327243,27913.87466578751,10,2,-69.97089947089947,51
0.6243231305731306,5.210439560439559,6.954823679794495,27336.69528353199,18,2,-58.116200697450694,52
0.25548611111111114,2.161111111111111,7.006885196294121,27586.18643599918,13,2,-52.55486111111111,53
0.3735449735449735,2.9952380952380957,7.1502768680943785,23854.037585430488,10,2,-42.61481481481481,54
0.0,0.0,9.520641159167043,28730.11531918969,1,2,-66.66666666666667,55
0.6542192466212073,4.580905695611578,8.151460499311693,26597.299825495076,27,2,-77.78839385922718,56
1.094555539157812,10.57762691853601,6.351344765821469,30952.811988181205,13,2,-78.70677759740259,57
0.6175414862914862,5.332359307359307,6.834854712393188,26073.959082084537,15,2,-74.07716450216449,58
0.2190909090909091,1.8151515151515152,8.021010462392594,23064.80878815291,6,2,-34.42878787878788,59
0.11277777777777778,0.925,9.138455263887362,31370.518267346946,15,2,-67.79444444444444,60
